,glide_scores
DEC_1333,-9.79346894163753
DEC_1363,-9.73942543549069
DEC_1256,-9.35746806646775
DEC_1347,-9.27390878484792
DEC_1224,-9.0751890572264
DEC_1253,-8.90572264307847
DEC_1254,-8.90572264307847
DEC_1275,-8.83118974447638
DEC_1353,-8.7961170462868
DEC_1250,-8.44209308741702
DEC_1251,-8.44209308741702
DEC_1194,-8.40281707663581
DEC_1371,-8.39735773407078
DEC_1255,-8.32123803602925
DEC_1220,-8.27988843680981
DEC_1274,-8.27791223301287
DEC_1249,-8.01661468441588
DEC_1349,-7.99534151898977
DEC_1226,-7.78615932547522
DEC_1311,-7.70549529456453
DEC_1358,-7.69400726459749
DEC_1357,-7.6102307853974
DEC_1227,-7.50575251327495
DEC_1267,-7.48448224855472
DEC_1247,-7.47215983391941
DEC_1248,-7.47215983391941
DEC_1378,-7.46119395283743
DEC_1235,-7.42658708078092
DEC_1245,-7.37563542970558
DEC_1318,-7.36365824693558
DEC_1264,-7.31944699224509
DEC_1223,-7.24546110300667
DEC_1350,-7.19849982520107
DEC_1335,-7.16166858216069
DEC_1238,-7.09544340541267
DEC_1319,-7.07997993922548
DEC_1286,-7.0614174284656
DEC_1372,-7.05941220364831
DEC_1246,-7.05033945343083
DEC_1252,-7.05033945343083
DEC_1243,-7.03139332746022
DEC_1368,-6.9841966207266
DEC_1285,-6.94404282824929
DEC_1328,-6.93097948968976
DEC_1293,-6.92512068404434
DEC_1325,-6.92248585003072
DEC_1201,-6.91177944279608
DEC_1346,-6.87760462209118
DEC_1261,-6.86283340612406
DEC_1221,-6.85010636295197
DEC_1331,-6.81824925374288
DEC_1315,-6.80593887198229
DEC_1341,-6.78630055380455
DEC_1312,-6.78368722655872
DEC_1321,-6.75935395656344
DEC_1188,-6.74029437291811
DEC_1202,-6.72522233099039
DEC_1365,-6.72029433097737
DEC_1345,-6.67295917500419
DEC_1366,-6.6702170415572
DEC_1310,-6.66644215177063
DEC_1296,-6.66357499480968
DEC_1189,-6.55989767205033
DEC_1287,-6.54421487140415
DEC_1236,-6.52878152268285
DEC_1242,-6.5264095295978
DEC_1351,-6.52508414765205
DEC_1332,-6.51846383418219
DEC_1297,-6.48973592464593
DEC_1354,-6.48952629995307
DEC_1361,-6.48757558329072
DEC_1295,-6.45943251579519
DEC_1291,-6.42888971152415
DEC_1385,-6.39188471351714
DEC_1294,-6.38647264019133
DEC_1240,-6.35655080010111
DEC_1266,-6.32777136578822
DEC_1373,-6.31798557107397
DEC_1343,-6.30225220888822
DEC_1375,-6.29912368533968
DEC_1362,-6.29325219434662
DEC_1292,-6.28329681077934
DEC_1216,-6.23831288679981
DEC_1228,-6.23764861802554
DEC_1323,-6.23660794874559
DEC_1203,-6.1903577311688
DEC_1367,-6.12121911126738
DEC_1380,-6.1204051743541
DEC_1379,-6.10463042248661
DEC_1196,-6.09132523176891
DEC_1383,-6.06345244842073
DEC_1370,-6.06031444289901
DEC_1382,-6.03865554010217
DEC_1241,-6.03362591017339
DEC_1314,-6.03143320939298
DEC_1229,-6.01922324405099
DEC_1190,-5.99878208939994
DEC_1381,-5.96169713588142
DEC_1215,-5.94429758785603
DEC_1329,-5.94402451651041
DEC_1299,-5.93257567412728
DEC_1199,-5.90794083453468
DEC_1206,-5.90113527880535
DEC_1377,-5.89407313707421
DEC_1257,-5.87805926667312
DEC_1386,-5.86972973454961
DEC_1187,-5.84897592667976
DEC_1348,-5.83002108709407
DEC_1360,-5.82975002965793
DEC_1200,-5.81847513584804
DEC_1342,-5.7614113084045
DEC_1355,-5.72078751604304
DEC_1280,-5.71714733304172
DEC_1317,-5.68813423627177
DEC_1217,-5.6530941843737
DEC_1313,-5.60173689114827
DEC_1376,-5.59370655488182
